modelo,threshold,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
XGBoost,0.16,0.4298049812030075,0.09614254108751416,0.9733801160151151,0.1749524332125644,0.8724208135307878,408860,629127,1828,66745
XGBoost,0.17,0.4511648713128976,0.09909854382950531,0.9688507919614487,0.17976495811119397,0.8724208135307878,432806,605181,2138,66435
XGBoost,0.18,0.4724651171197224,0.1022486842539145,0.9638415279483844,0.18484775282890972,0.8724208135307878,456719,581268,2481,66092
XGBoost,0.19,0.48946012868710237,0.10495592969379666,0.9600346340192114,0.18919125017931687,0.8724208135307878,475786,562201,2742,65831
XGBoost,0.2,0.5067822802197802,0.10784992764902786,0.9556015173268007,0.19379260630604372,0.8724208135307878,495258,542729,3046,65527
XGBoost,0.21,0.523878506362059,0.11091364702100819,0.9512031155523777,0.19862896818952006,0.8724208135307878,514477,523510,3347,65226
XGBoost,0.22,0.5407741107576634,0.11401987050859556,0.9456562992772313,0.20347122509250815,0.8724208135307878,533553,504434,3727,64846
XGBoost,0.23,0.5565509326200115,0.1170825984139656,0.9399552548033135,0.20819387425691574,0.8724208135307878,551402,486585,4118,64455
XGBoost,0.24,0.5692985468478889,0.11974385183600907,0.9359467580851103,0.21229344577680126,0.8724208135307878,565783,472204,4393,64180
XGBoost,0.25,0.5834161726431464,0.12282118107774062,0.9308550339688082,0.21698027500849068,0.8724208135307878,581754,456233,4742,63831
XGBoost,0.26,0.595556499421631,0.12554465022228906,0.9256746867917146,0.22107423512446767,0.8724208135307878,595543,442444,5097,63476
